participant,clip_title,timestamp,avg_bpm,bpm_drift,max_bpm,hr_sequence,self_reported_valence,self_reported_arousal
ajaycc17,TheBlindSide_065.mp4,2025-12-25 14:10:04.232,94.84,-3,101,"[98, 99, 101, 94, 90, 89, 90, 90, 91, 92, 95, 97, 97, 95, 97, 98, 98, 96, 95]",3,2
debjit2001,TheBlindSide_066.mp4,2025-10-15 16:39:07.656,71.62,7,76,"[69, 70, 72, 71, 69, 71, 74, 73, 69, 70, 72, 70, 72, 74, 72, 71, 70, 71, 73, 75, 76]",4,2
aritra,TheBlindSide_066.mp4,2025-11-06 09:04:40.514,75.22,2,82,"[74, 80, 82, 82, 82, 79, 75, 71, 73, 74, 73, 72, 71, 71, 72, 73, 74, 76]",1,1
sayantankuila,TheBlindSide_066.mp4,2025-11-21 12:34:47.427,95.5,2,98,"[95, 94, 93, 92, 93, 94, 96, 96, 96, 97, 97, 98, 97, 96, 97, 97]",3,3
ajaycc17,TheBlindSide_066.mp4,2025-12-09 13:19:43.010,107.76,4,112,"[105, 106, 107, 109, 109, 108, 106, 103, 106, 108, 112, 110, 111, 110, 109, 108, 107, 106, 106, 108, 109]",4,2
Nishant,TheBlindSide_067.mp4,2025-10-17 09:40:51.367,81.0,-1,83,"[79, 81, 82, 83, 83, 83, 83, 82, 81, 82, 83, 82, 80, 79, 80, 79, 78, 78]",3,3
debjit2001,TheBlindSide_067.mp4,2025-10-22 07:22:21.429,61.47,-3,65,"[62, 60, 65, 60, 58, 59, 61, 64, 64, 63, 62, 61, 63, 64, 62, 58, 59]",3,3
aritra,TheBlindSide_067.mp4,2025-11-06 08:34:56.026,82.0,-4,86,"[80, 81, 82, 85, 86, 82, 81, 82, 83, 85, 86, 84, 81, 82, 80, 78, 76]",1,1
sayantankuila,TheBlindSide_067.mp4,2025-11-21 12:35:22.204,95.67,-1,98,"[93, 94, 96, 96, 96, 97, 97, 98, 97, 96, 97, 97, 97, 96, 95, 95, 93, 92]",2,2
ajaycc17,TheBlindSide_067.mp4,2025-12-25 12:48:53.410,97.53,-6,101,"[101, 100, 98, 99, 99, 98, 96, 96, 97, 99, 98, 100, 98, 100, 97, 93, 95, 94, 95]",2,1
debjit2001,TheBlindSide_068.mp4,2025-10-15 17:19:56.881,68.41,-1,76,"[66, 68, 66, 67, 73, 76, 76, 69, 67, 66, 69, 71, 70, 67, 63, 64, 65]",4,5
Nishant,TheBlindSide_068.mp4,2025-10-17 09:21:54.434,80.0,0,84,"[78, 77, 77, 79, 78, 79, 80, 82, 81, 83, 84, 82, 81, 83, 84, 81, 79, 78, 79, 77, 78]",3,3
pranjal123,TheBlindSide_068.mp4,2025-10-29 11:47:18.472,77.33,-3,80,"[79, 80, 77, 77, 76, 77, 77, 76, 77, 79, 78, 77, 77, 77, 76]",3,3
aritra,TheBlindSide_068.mp4,2025-11-06 10:19:03.503,79.8,-2,85,"[79, 80, 81, 79, 81, 84, 85, 85, 84, 82, 81, 80, 79, 77, 76, 76, 76, 76, 78, 77]",3,4
sayantankuila,TheBlindSide_068.mp4,2025-11-21 13:31:27.409,94.33,1,96,"[94, 95, 96, 94, 93, 92, 93, 94, 95, 95, 95, 94, 95, 95, 95]",3,5
ajaycc17,TheBlindSide_068.mp4,2025-12-25 14:10:59.343,96.44,0,98,"[95, 97, 97, 95, 97, 98, 98, 96, 95]",5,4
debjit2001,TheBlindSide_069.mp4,2025-10-23 15:10:11.449,65.86,-11,74,"[73, 74, 69, 66, 65, 66, 67, 68, 70, 72, 71, 68, 66, 64, 64, 60, 60, 61, 61, 61, 61, 62]",4,5
aritra,TheBlindSide_069.mp4,2025-10-28 15:20:28.368,77.92,2,81,"[75, 78, 78, 79, 80, 81, 78, 75, 77, 78, 78, 79, 77]",1,1
pranjal123,TheBlindSide_069.mp4,2025-10-29 11:05:01.953,78.69,-3,86,"[78, 80, 81, 86, 85, 82, 78, 77, 76, 77, 76, 77, 78, 77, 76, 75]",4,5
sayantankuila,TheBlindSide_069.mp4,2025-11-21 12:30:22.183,93.2,0,95,"[94, 94, 95, 95, 94, 95, 95, 94, 90, 88, 89, 92, 94, 95, 94]",4,4
ajaycc17,TheBlindSide_069.mp4,2025-12-09 14:25:52.568,96.83,4,103,"[91, 93, 95, 99, 101, 98, 96, 97, 98, 99, 100, 102, 103, 99, 96, 98, 97, 96, 95, 94, 92, 93, 95]",5,4
debjit2001,TheBlindSide_071.mp4,2025-10-15 17:30:26.713,64.9,5,73,"[68, 62, 64, 68, 64, 63, 59, 61, 62, 60, 64, 68, 69, 71, 69, 66, 63, 61, 62, 66, 73]",5,3
Nishant,TheBlindSide_071.mp4,2025-10-17 08:50:10.732,83.28,1,86,"[81, 83, 84, 83, 82, 81, 82, 86, 85, 84, 83, 84, 85, 84, 85, 83, 82, 82]",3,4
aritra,TheBlindSide_071.mp4,2025-10-28 15:19:41.469,77.64,-1,81,"[78, 81, 78, 75, 74, 75, 78, 78, 79, 80, 81, 78, 75, 77]",2,1
sayantankuila,TheBlindSide_071.mp4,2025-11-21 12:26:48.721,97.25,-4,100,"[99, 99, 100, 99, 97, 96, 97, 98, 98, 97, 98, 97, 96, 95, 95, 95]",4,5
ajaycc17,TheBlindSide_071.mp4,2025-12-25 13:03:04.904,93.95,3,98,"[93, 92, 95, 96, 96, 97, 98, 92, 93, 94, 90, 90, 90, 91, 93, 94, 97, 98, 96]",3,3
Nishant,TheBlindSide_072.mp4,2025-10-17 08:25:02.555,81.71,0,85,"[81, 80, 79, 80, 81, 82, 84, 83, 79, 80, 81, 84, 85, 84, 83, 82, 81]",2,2
debjit2001,TheBlindSide_072.mp4,2025-10-23 15:59:47.933,67.76,-5,75,"[75, 72, 67, 65, 67, 66, 65, 66, 66, 67, 66, 65, 67, 68, 69, 71, 70]",3,1
aritra,TheBlindSide_072.mp4,2025-10-28 15:38:35.200,80.2,3,83,"[78, 77, 77, 79, 82, 82, 81, 79, 80, 81, 83, 81, 81, 81, 81]",3,1
pranjal123,TheBlindSide_072.mp4,2025-10-29 11:45:55.137,76.81,1,80,"[76, 76, 76, 75, 76, 79, 78, 75, 76, 77, 76, 77, 76, 77, 79, 80, 77, 77, 76, 77, 77]",3,2
sayantankuila,TheBlindSide_072.mp4,2025-11-20 07:45:53.915,81.72,3,86,"[79, 80, 85, 83, 81, 80, 81, 81, 85, 86, 84, 82, 81, 80, 79, 81, 81, 82]",4,5
ajaycc17,TheBlindSide_072.mp4,2025-12-09 14:10:59.028,104.05,-6,108,"[108, 107, 104, 102, 100, 100, 102, 104, 105, 103, 104, 104, 104, 107, 108, 107, 103, 103, 102]",3,2
debjit2001,TheBlindSide_073.mp4,2025-10-15 17:40:18.354,65.37,10,74,"[64, 61, 62, 63, 65, 69, 71, 66, 64, 65, 64, 63, 62, 62, 63, 66, 68, 70, 74]",3,1
aritra,TheBlindSide_073.mp4,2025-11-06 10:26:59.907,76.95,-4,84,"[76, 76, 76, 76, 77, 78, 79, 79, 82, 84, 83, 80, 78, 77, 74, 72, 72, 71, 72]",1,1
sayantankuila,TheBlindSide_073.mp4,2025-11-21 13:14:26.959,88.86,-8,94,"[94, 93, 91, 90, 88, 87, 88, 89, 88, 89, 91, 93, 90, 88, 88, 88, 89, 88, 84, 84, 86]",3,4
ajaycc17,TheBlindSide_073.mp4,2025-12-25 12:56:02.514,94.28,-6,100,"[99, 100, 97, 95, 92, 91, 89, 88, 92, 96, 98, 95, 96, 95, 92, 95, 94, 93]",3,2
Nishant,TheBlindSide_075.mp4,2025-10-17 08:51:46.643,82.69,-1,86,"[85, 83, 82, 82, 79, 79, 80, 79, 82, 84, 84, 84, 85, 86, 85, 84]",3,2
debjit2001,TheBlindSide_075.mp4,2025-10-23 15:07:38.662,64.3,5,68,"[60, 59, 61, 64, 68, 66, 63, 63, 64, 63, 66, 64, 63, 66, 68, 67, 66, 65, 65, 65]",3,2
pranjal123,TheBlindSide_075.mp4,2025-10-29 11:27:24.504,70.89,1,75,"[74, 73, 72, 71, 69, 68, 70, 69, 68, 68, 68, 70, 73, 74, 71, 70, 71, 73, 75]",3,2
aritra,TheBlindSide_075.mp4,2025-11-06 08:26:04.015,80.87,10,90,"[80, 82, 80, 77, 75, 75, 76, 80, 84, 85, 81, 77, 77, 79, 80, 79, 79, 82, 83, 84, 86, 89, 90]",3,1
sayantankuila,TheBlindSide_075.mp4,2025-11-21 13:29:09.647,94.0,-3,97,"[97, 96, 92, 90, 92, 94, 96, 97, 95, 94, 93, 94, 93, 91, 93, 95, 95, 95, 94]",2,2
ajaycc17,TheBlindSide_075.mp4,2025-12-25 12:42:36.333,97.37,-4,102,"[100, 100, 102, 100, 99, 97, 94, 97, 98, 98, 97, 96, 95, 97, 98, 96, 95, 95, 96]",3,2
Nishant,TheBlindSide_076.mp4,2025-10-17 10:13:08.934,80.67,-2,84,"[80, 81, 82, 84, 79, 76, 79, 82, 83, 82, 81, 82, 80, 80, 81, 82, 80, 78]",3,2
debjit2001,TheBlindSide_076.mp4,2025-10-23 15:58:38.324,68.0,0,75,"[66, 67, 66, 67, 65, 67, 68, 69, 70, 71, 73, 75, 72, 67, 65, 67, 66, 65, 66]",3,3
aritra,TheBlindSide_076.mp4,2025-11-06 10:49:39.942,76.52,-4,83,"[79, 79, 76, 77, 80, 82, 83, 81, 77, 75, 74, 75, 76, 77, 76, 73, 74, 73, 73, 72, 75]",1,1
sayantankuila,TheBlindSide_076.mp4,2025-11-21 13:14:46.000,87.55,-4,93,"[88, 87, 88, 89, 88, 89, 91, 93, 90, 88, 88, 88, 89, 88, 84, 84, 86, 85, 84, 84]",3,3
ajaycc17,TheBlindSide_076.mp4,2025-12-25 12:35:24.865,94.12,1,99,"[94, 93, 93, 95, 96, 99, 95, 96, 93, 92, 93, 94, 92, 93, 93, 95]",4,2
Nishant,TheBlindSide_077.mp4,2025-10-17 08:53:19.260,83.0,-2,86,"[86, 85, 84, 84, 82, 79, 79, 83, 84, 83, 82, 83, 82, 83, 84, 84, 84]",3,2
debjit2001,TheBlindSide_077.mp4,2025-10-23 14:58:39.357,71.43,-3,79,"[74, 73, 70, 71, 72, 71, 69, 65, 64, 65, 66, 70, 69, 72, 77, 78, 79, 77, 75, 72, 71]",4,3
aritra,TheBlindSide_077.mp4,2025-11-06 10:19:32.717,79.58,-4,85,"[85, 85, 84, 82, 81, 80, 79, 77, 76, 76, 76, 76, 78, 77, 78, 80, 81, 80, 81]",3,2
sayantankuila,TheBlindSide_077.mp4,2025-11-20 08:11:27.660,79.85,4,86,"[75, 77, 79, 84, 85, 82, 80, 78, 76, 76, 77, 85, 86, 83, 80, 76, 78, 81, 80, 79]",3,3
ajaycc17,TheBlindSide_077.mp4,2025-12-09 14:14:14.813,100.42,3,104,"[96, 97, 103, 104, 104, 102, 100, 101, 100, 98, 99, 100, 101, 103, 100, 104, 99, 98, 99]",5,3
Nishant,TheBlindSide_078.mp4,2025-10-17 10:05:20.196,78.15,2,84,"[82, 79, 77, 76, 75, 76, 75, 76, 77, 75, 76, 78, 79, 78, 80, 79, 78, 81, 82, 84]",2,2
debjit2001,TheBlindSide_078.mp4,2025-10-23 15:02:16.152,68.53,6,75,"[66, 69, 66, 67, 65, 64, 64, 66, 68, 70, 72, 74, 75, 70, 68, 69, 72]",4,3
pranjal123,TheBlindSide_078.mp4,2025-10-29 11:15:45.338,75.21,0,78,"[76, 77, 76, 76, 76, 75, 73, 73, 73, 73, 74, 77, 78, 76]",3,3
aritra,TheBlindSide_078.mp4,2025-11-06 08:36:40.941,80.05,0,83,"[80, 78, 76, 77, 79, 78, 80, 82, 83, 81, 80, 80, 82, 83, 82, 79, 80, 81, 80]",4,2
sayantankuila,TheBlindSide_078.mp4,2025-11-21 13:27:42.351,98.0,-16,112,"[112, 109, 108, 111, 105, 103, 96, 90, 89, 88, 93, 98, 99, 100, 98, 97, 96, 92, 90, 92, 94, 96]",4,3
ajaycc17,TheBlindSide_078.mp4,2025-12-25 12:36:49.902,98.18,3,103,"[92, 93, 93, 95, 97, 99, 97, 98, 103, 102, 101, 100, 101, 102, 103, 98, 95]",4,3
Nishant,TheBlindSide_079.mp4,2025-10-17 09:55:01.634,79.11,-3,84,"[84, 83, 80, 79, 78, 79, 81, 83, 82, 81, 78, 73, 71, 74, 78, 79, 79, 80, 81]",3,4
debjit2001,TheBlindSide_079.mp4,2025-10-23 14:45:14.977,66.85,0,70,"[66, 69, 68, 66, 69, 70, 68, 69, 69, 68, 66, 65, 65, 66, 67, 66, 66, 64, 64, 66]",4,3
pranjal123,TheBlindSide_079.mp4,2025-10-29 10:51:05.396,82.2,4,85,"[78, 80, 81, 81, 82, 83, 85, 84, 84, 83, 84, 83, 82, 81, 82]",5,5
aritra,TheBlindSide_079.mp4,2025-11-06 10:59:07.909,73.47,0,76,"[75, 74, 73, 74, 74, 75, 72, 71, 71, 72, 73, 72, 75, 76, 75]",5,4
sayantankuila,TheBlindSide_079.mp4,2025-11-21 12:46:05.336,90.27,1,92,"[89, 90, 92, 92, 91, 89, 90, 91, 91, 91, 90, 90, 89, 89, 90]",5,5
ajaycc17,TheBlindSide_079.mp4,2025-12-25 13:33:29.720,92.09,3,99,"[88, 90, 94, 99, 95, 91, 89, 87, 87, 89, 89, 90, 96, 96, 96, 95, 93, 95, 95, 90, 91, 91]",5,4
Nishant,TheBlindSide_080.mp4,2025-10-17 08:47:13.771,81.65,-5,87,"[87, 86, 85, 86, 86, 83, 79, 81, 83, 85, 86, 82, 82, 78, 76, 76, 75, 76, 79, 82]",3,3
debjit2001,TheBlindSide_080.mp4,2025-10-23 14:39:10.279,67.55,-6,75,"[69, 69, 65, 64, 65, 67, 72, 75, 71, 70, 66, 68, 73, 72, 71, 66, 62, 65, 66, 64, 63, 63]",5,3
pranjal123,TheBlindSide_080.mp4,2025-10-29 11:47:59.053,77.57,3,79,"[76, 77, 79, 78, 77, 77, 77, 76, 77, 79, 78, 78, 78, 79]",4,4
aritra,TheBlindSide_080.mp4,2025-11-06 10:24:04.057,82.74,3,90,"[78, 78, 78, 78, 80, 83, 85, 88, 90, 89, 90, 87, 83, 81, 79, 81, 82, 81, 81]",3,2
sayantankuila,TheBlindSide_080.mp4,2025-11-21 13:27:05.815,103.62,-18,116,"[116, 114, 113, 112, 113, 109, 112, 109, 108, 111, 105, 103, 96, 90, 89, 88, 93, 98, 99, 100, 98]",5,4
ajaycc17,TheBlindSide_080.mp4,2025-12-09 12:59:23.675,101.24,1,106,"[105, 102, 101, 100, 101, 100, 98, 97, 98, 99, 99, 100, 101, 105, 105, 104, 106]",4,4
debjit2001,TheBlindSide_081.mp4,2025-10-23 16:03:01.498,66.0,-1,74,"[63, 64, 66, 68, 69, 68, 69, 71, 73, 74, 70, 69, 64, 62, 58, 58, 60, 62]",3,2
aritra,TheBlindSide_081.mp4,2025-10-28 15:24:28.977,77.19,1,81,"[77, 77, 76, 76, 76, 77, 79, 81, 80, 77, 74, 75, 77, 78, 77, 78]",2,1
sayantankuila,TheBlindSide_081.mp4,2025-11-21 13:42:35.008,98.89,4,103,"[99, 98, 97, 97, 96, 98, 98, 97, 100, 98, 94, 99, 102, 101, 100, 101, 102, 103]",3,4
ajaycc17,TheBlindSide_081.mp4,2025-12-25 13:09:15.065,90.45,-4,95,"[91, 92, 93, 93, 89, 89, 88, 85, 87, 88, 90, 90, 94, 95, 94, 93, 92, 91, 88, 87]",2,3
debjit2001,TheBlindSide_082.mp4,2025-10-15 17:14:51.940,74.0,5,87,"[66, 65, 66, 68, 71, 76, 78, 83, 82, 83, 87, 84, 81, 73, 71, 68, 67, 66, 71]",3,2
Nishant,TheBlindSide_082.mp4,2025-10-17 08:48:43.810,80.05,6,84,"[76, 75, 76, 79, 82, 83, 82, 79, 77, 78, 80, 81, 80, 80, 81, 83, 84, 83, 82]",3,3
aritra,TheBlindSide_082.mp4,2025-11-06 08:46:58.873,80.29,11,86,"[75, 75, 76, 76, 76, 78, 81, 84, 82, 80, 78, 81, 84, 84, 85, 84, 86]",1,1
sayantankuila,TheBlindSide_082.mp4,2025-11-21 12:30:45.500,93.13,-2,95,"[95, 94, 95, 95, 94, 90, 88, 89, 92, 94, 95, 94, 95, 94, 93]",4,4
ajaycc17,TheBlindSide_082.mp4,2025-12-25 13:30:25.089,96.1,9,104,"[94, 96, 98, 100, 97, 93, 89, 91, 89, 91, 94, 96, 95, 97, 98, 98, 99, 100, 104, 103]",1,2
debjit2001,TheBlindSide_083.mp4,2025-10-23 15:01:28.112,67.5,0,72,"[72, 71, 69, 65, 68, 69, 64, 66, 69, 66, 67, 65, 64, 64, 66, 68, 70, 72]",2,2
aritra,TheBlindSide_083.mp4,2025-11-06 10:16:49.910,82.55,-5,87,"[84, 83, 82, 83, 85, 86, 87, 85, 82, 83, 82, 84, 86, 87, 84, 80, 78, 78, 79, 79, 80, 79]",2,3
sayantankuila,TheBlindSide_083.mp4,2025-11-21 12:49:10.561,90.84,3,95,"[92, 91, 92, 95, 93, 87, 87, 87, 89, 91, 91, 91, 91, 90, 91, 92, 91, 90, 95]",4,3
ajaycc17,TheBlindSide_083.mp4,2025-12-09 13:55:18.410,108.32,3,113,"[107, 109, 108, 109, 109, 106, 102, 102, 105, 106, 108, 109, 106, 107, 111, 112, 113, 112, 111, 110, 111, 110]",1,2
debjit2001,TheBlindSide_084.mp4,2025-10-15 16:33:27.470,68.78,-3,72,"[71, 69, 67, 65, 66, 67, 69, 68, 69, 70, 69, 69, 69, 70, 72, 71, 69, 68]",3,2
Nishant,TheBlindSide_084.mp4,2025-10-17 09:13:27.425,88.14,-4,102,"[91, 102, 101, 94, 89, 82, 81, 84, 85, 81, 83, 93, 87, 86, 90, 86, 84, 88, 90, 87, 88, 87]",3,3
aritra,TheBlindSide_084.mp4,2025-10-28 15:18:53.656,76.75,-1,81,"[79, 77, 73, 75, 78, 78, 81, 78, 75, 74, 75, 78]",3,1
pranjal123,TheBlindSide_084.mp4,2025-10-29 11:46:38.863,77.18,2,80,"[76, 77, 76, 77, 76, 77, 79, 80, 77, 77, 76, 77, 77, 76, 77, 79, 78]",3,3
sayantankuila,TheBlindSide_084.mp4,2025-11-21 13:31:02.196,94.2,0,96,"[94, 95, 94, 94, 95, 96, 94, 93, 92, 93, 94, 95, 95, 95, 94]",3,3
ajaycc17,TheBlindSide_084.mp4,2025-12-25 13:04:19.075,97.84,9,104,"[90, 91, 93, 94, 97, 98, 96, 97, 99, 100, 101, 102, 103, 104, 100, 97, 98, 100, 99]",4,3
Nishant,TheBlindSide_085.mp4,2025-10-17 08:29:20.280,81.33,2,83,"[80, 81, 80, 81, 82, 82, 82, 81, 79, 81, 82, 82, 82, 83, 82, 81, 81, 82]",3,3
debjit2001,TheBlindSide_085.mp4,2025-10-23 14:37:52.413,69.59,7,75,"[68, 70, 73, 73, 70, 67, 68, 71, 70, 69, 70, 72, 73, 71, 69, 69, 65, 64, 65, 67, 72, 75]",3,1
aritra,TheBlindSide_085.mp4,2025-11-06 08:26:38.986,81.86,-2,90,"[80, 84, 85, 81, 77, 77, 79, 80, 79, 79, 82, 83, 84, 86, 89, 90, 88, 84, 81, 78, 77, 78]",2,1
sayantankuila,TheBlindSide_085.mp4,2025-11-21 12:31:00.130,92.94,-1,95,"[94, 95, 95, 94, 90, 88, 89, 92, 94, 95, 94, 95, 94, 93, 92, 93]",4,4
ajaycc17,TheBlindSide_085.mp4,2025-12-25 13:08:41.582,91.37,2,98,"[93, 98, 97, 93, 91, 91, 92, 93, 93, 89, 89, 88, 85, 87, 88, 90, 90, 94, 95]",5,2
Nishant,TheBlindSide_086.mp4,2025-10-17 08:55:14.200,82.91,-4,87,"[84, 84, 83, 85, 86, 87, 85, 79, 83, 84, 85, 81, 84, 82, 83, 82, 83, 85, 82, 82, 80, 78, 80]",3,2
debjit2001,TheBlindSide_086.mp4,2025-10-22 07:27:36.050,62.47,8,68,"[59, 62, 64, 62, 61, 60, 63, 65, 68, 66, 65, 64, 61, 59, 60, 60, 60, 61, 67]",4,3
aritra,TheBlindSide_086.mp4,2025-11-06 09:09:50.118,75.37,-1,80,"[77, 76, 77, 75, 73, 72, 74, 72, 71, 74, 75, 76, 75, 77, 80, 79, 77, 76, 76]",2,2
sayantankuila,TheBlindSide_086.mp4,2025-11-21 13:02:28.416,86.61,6,91,"[85, 86, 87, 87, 86, 86, 86, 87, 86, 85, 83, 84, 86, 87, 88, 89, 90, 91]",3,3
debjit2001,TheBlindSide_087.mp4,2025-10-15 16:41:42.515,75.16,-7,81,"[78, 77, 79, 81, 80, 75, 70, 69, 72, 74, 75, 74, 75, 76, 77, 76, 75, 74, 71]",5,3
aritra,TheBlindSide_087.mp4,2025-11-06 10:58:45.724,74.29,-1,80,"[76, 77, 79, 80, 75, 74, 73, 74, 74, 75, 72, 71, 71, 72, 73, 72, 75]",4,3
sayantankuila,TheBlindSide_087.mp4,2025-11-21 12:53:56.722,92.12,2,95,"[91, 90, 89, 90, 92, 93, 94, 94, 93, 93, 94, 95, 91, 92, 90, 92, 93]",3,4
ajaycc17,TheBlindSide_087.mp4,2025-12-09 14:05:06.243,101.37,4,110,"[101, 103, 102, 102, 100, 94, 96, 95, 98, 99, 100, 101, 101, 103, 103, 104, 109, 110, 105]",4,2
debjit2001,TheBlindSide_088.mp4,2025-10-15 17:13:08.913,69.94,-4,75,"[70, 72, 72, 73, 74, 75, 73, 72, 73, 70, 70, 69, 68, 65, 66, 66, 65, 66]",4,2
aritra,TheBlindSide_088.mp4,2025-10-28 15:26:58.198,75.12,-2,79,"[76, 79, 77, 75, 76, 75, 74, 76, 78, 78, 75, 73, 72, 72, 74, 73, 74]",5,1
pranjal123,TheBlindSide_088.mp4,2025-10-29 10:57:54.333,78.86,2,80,"[78, 79, 78, 79, 80, 78, 78, 79, 80, 79, 78, 79, 79, 80]",3,2
sayantankuila,TheBlindSide_088.mp4,2025-11-21 13:10:06.966,86.47,8,92,"[84, 82, 83, 85, 82, 83, 85, 86, 87, 87, 88, 88, 89, 90, 89, 90, 92]",3,3
ajaycc17,TheBlindSide_088.mp4,2025-12-25 12:35:00.871,94.53,0,99,"[94, 96, 95, 94, 93, 93, 95, 96, 99, 95, 96, 93, 92, 93, 94]",5,3
Nishant,TheBlindSide_089.mp4,2025-10-17 09:45:52.536,77.32,-7,83,"[81, 82, 83, 81, 80, 82, 78, 77, 76, 75, 75, 78, 77, 75, 74, 75, 73, 73, 74]",2,2
debjit2001,TheBlindSide_089.mp4,2025-10-23 15:27:48.020,65.05,1,70,"[62, 64, 64, 63, 65, 66, 65, 69, 70, 69, 66, 64, 65, 66, 67, 64, 63, 64, 63, 64, 63]",4,3
aritra,TheBlindSide_089.mp4,2025-10-28 13:57:03.859,68.36,-5,76,"[72, 71, 70, 64, 64, 67, 69, 69, 68, 67, 66, 64, 63, 64, 65, 68, 69, 71, 75, 76, 75, 67]",4,1
pranjal123,TheBlindSide_089.mp4,2025-10-29 11:09:58.547,76.53,2,80,"[77, 80, 79, 77, 76, 73, 74, 77, 78, 75, 73, 75, 78, 77, 72, 76, 80, 78, 79]",3,2
sayantankuila,TheBlindSide_089.mp4,2025-11-20 07:59:33.399,77.8,-6,83,"[83, 81, 80, 80, 77, 76, 75, 76, 77, 77, 77, 76, 77, 78, 77]",4,4
ajaycc17,TheBlindSide_089.mp4,2025-12-25 12:57:10.408,94.11,-5,98,"[98, 95, 96, 95, 92, 95, 94, 93, 94, 92, 91, 92, 95, 98, 96, 93, 92, 93]",5,3
debjit2001,TheBlindSide_091.mp4,2025-10-23 15:42:40.489,62.17,-1,68,"[66, 62, 65, 63, 61, 58, 59, 58, 60, 62, 63, 64, 64, 63, 61, 59, 59, 59, 60, 64, 67, 68, 65]",5,5
pranjal123,TheBlindSide_091.mp4,2025-10-29 11:05:51.625,80.44,12,89,"[77, 76, 77, 76, 77, 78, 77, 76, 75, 76, 80, 82, 83, 85, 87, 89, 88, 89]",4,3
aritra,TheBlindSide_091.mp4,2025-11-06 08:36:25.008,80.37,-5,84,"[84, 81, 82, 80, 78, 76, 77, 79, 78, 80, 82, 83, 81, 80, 80, 82, 83, 82, 79]",3,2
sayantankuila,TheBlindSide_091.mp4,2025-11-21 13:20:49.714,87.43,4,92,"[83, 90, 92, 91, 84, 83, 83, 85, 87, 89, 90, 85, 88, 90, 90, 87, 88, 89, 88, 87, 87]",3,4
ajaycc17,TheBlindSide_091.mp4,2025-12-09 13:16:34.642,106.44,0,110,"[107, 108, 106, 108, 106, 106, 105, 105, 106, 104, 105, 106, 108, 110, 106, 107]",5,3
debjit2001,TheBlindSide_092.mp4,2025-10-15 16:32:00.220,71.52,-2,78,"[71, 70, 71, 71, 75, 76, 76, 77, 78, 75, 71, 72, 73, 72, 71, 69, 67, 65, 66, 67, 69]",5,3
Nishant,TheBlindSide_092.mp4,2025-10-17 10:00:47.769,78.53,1,82,"[79, 78, 76, 75, 75, 76, 77, 78, 79, 80, 79, 79, 80, 81, 82, 81, 80]",4,3
aritra,TheBlindSide_092.mp4,2025-10-28 15:48:56.766,80.56,0,87,"[73, 74, 76, 76, 82, 87, 86, 85, 84, 83, 82, 83, 86, 85, 84, 77, 74, 73]",5,1
pranjal123,TheBlindSide_092.mp4,2025-10-29 11:46:11.191,76.89,1,80,"[75, 76, 79, 78, 75, 76, 77, 76, 77, 76, 77, 79, 80, 77, 77, 76, 77, 77, 76]",3,2
sayantankuila,TheBlindSide_092.mp4,2025-11-21 12:49:43.362,92.6,10,100,"[87, 87, 87, 89, 91, 91, 91, 91, 90, 91, 92, 91, 90, 95, 97, 98, 100, 99, 98, 97]",3,3
ajaycc17,TheBlindSide_092.mp4,2025-12-09 13:14:48.549,106.0,-2,109,"[109, 108, 107, 104, 105, 104, 105, 105, 106, 107, 105, 105, 106, 106, 107, 107]",5,4
Nishant,TheBlindSide_093.mp4,2025-10-17 10:04:45.262,78.38,-1,83,"[79, 80, 81, 81, 82, 81, 83, 82, 79, 77, 76, 75, 76, 75, 76, 77, 75, 76, 78, 79, 78]",3,2
debjit2001,TheBlindSide_093.mp4,2025-10-23 15:43:47.839,64.39,12,77,"[63, 61, 59, 59, 59, 60, 64, 67, 68, 65, 64, 62, 60, 62, 62, 59, 61, 64, 68, 70, 72, 77, 75]",5,4
aritra,TheBlindSide_093.mp4,2025-11-06 10:31:45.078,78.35,8,86,"[78, 76, 77, 76, 80, 81, 79, 78, 78, 79, 80, 77, 75, 75, 76, 81, 86]",4,3
sayantankuila,TheBlindSide_093.mp4,2025-11-21 13:35:23.115,97.76,-3,103,"[98, 100, 103, 101, 99, 97, 97, 97, 96, 96, 95, 96, 98, 98, 99, 97, 95]",5,5
ajaycc17,TheBlindSide_093.mp4,2025-12-25 13:01:55.368,93.83,6,98,"[92, 90, 91, 92, 93, 96, 97, 95, 91, 92, 93, 93, 92, 95, 96, 96, 97, 98]",5,3
debjit2001,TheFaultInOurStars_000.mp4,2025-10-15 16:40:36.345,76.05,4,83,"[70, 71, 73, 75, 76, 77, 79, 81, 83, 81, 78, 77, 79, 81, 80, 75, 70, 69, 72, 74]",4,3
Nishant,TheFaultInOurStars_000.mp4,2025-10-17 08:56:54.280,81.58,-1,86,"[82, 80, 78, 80, 81, 79, 78, 79, 84, 86, 85, 84, 81, 80, 82, 84, 85, 81, 81]",3,2
aritra,TheFaultInOurStars_000.mp4,2025-10-28 13:59:55.468,65.2,-13,76,"[76, 73, 71, 70, 67, 67, 65, 64, 63, 62, 61, 63, 65, 65, 63, 62, 61, 62, 61, 63]",4,1
sayantankuila,TheFaultInOurStars_000.mp4,2025-11-21 13:26:49.902,106.3,-22,116,"[115, 116, 114, 116, 114, 113, 112, 113, 109, 112, 109, 108, 111, 105, 103, 96, 90, 89, 88, 93]",4,5
